id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception,latency,response_time
173,COMP_M,app10,Edge10,ms_10,172,227,110,0,None,0.3,134.02612000347338,134.3261200034734,100.0,134.02612000347338,34.02612000347338,34.32612000347339
201,COMP_M,app11,Edge11,ms_11,200,228,111,0,None,0.3,134.49712000463134,134.79712000463135,100.0,134.49712000463134,34.49712000463134,34.79712000463135
202,COMP_M,app11,Edge11,ms_11,201,228,111,0,None,0.3,136.7627400049208,137.0627400049208,100.0,136.7627400049208,36.7627400049208,37.06274000492081
174,COMP_M,app10,Edge10,ms_10,173,227,110,0,None,0.3,137.06001000376284,137.36001000376285,100.0,137.06001000376284,37.06001000376284,37.36001000376285
203,COMP_M,app11,Edge11,ms_11,202,228,111,0,None,0.3,139.02836000521026,139.32836000521027,100.0,139.02836000521026,39.02836000521026,39.32836000521027
37,COMP_M,app4,Edge4,ms_4,36,221,104,0,None,0.3,140.0939000040523,140.3939000040523,100.0,140.0939000040523,40.0939000040523,40.39390000405231
128,COMP_M,app8,Edge8,ms_8,127,225,108,0,None,0.3,141.29398000549972,141.59398000549973,100.0,141.29398000549972,41.29398000549972,41.59398000549973
175,COMP_M,app10,Edge10,ms_10,174,227,110,0,None,0.3,143.12779000434176,143.42779000434177,100.0,143.12779000434176,43.12779000434176,43.42779000434177
61,COMP_M,app5,Edge5,ms_5,60,222,105,0,None,0.3,143.55960000578918,143.8596000057892,100.0,143.55960000578918,43.55960000578918,43.85960000578919
62,COMP_M,app5,Edge5,ms_5,61,222,105,0,None,0.3,145.82522000607864,146.12522000607865,100.0,145.82522000607864,45.82522000607864,46.12522000607865
153,COMP_M,app9,Edge9,ms_9,152,226,109,0,None,0.3,146.16168000463122,146.46168000463123,100.0,146.16168000463122,46.16168000463122,46.46168000463123
129,COMP_M,app8,Edge8,ms_8,128,225,108,0,None,0.3,148.0908400063681,148.3908400063681,100.0,148.0908400063681,48.0908400063681,48.39084000636811
176,COMP_M,app10,Edge10,ms_10,175,227,110,0,None,0.3,149.19557000492068,149.4955700049207,100.0,149.19557000492068,49.19557000492068,49.495570004920694
63,COMP_M,app5,Edge5,ms_5,62,222,105,0,None,0.3,150.35646000665756,150.65646000665757,100.0,150.35646000665756,50.35646000665756,50.65646000665757
177,COMP_M,app10,Edge10,ms_10,176,227,110,0,None,0.3,152.22946000521014,152.52946000521015,100.0,152.22946000521014,52.22946000521014,52.529460005210154
64,COMP_M,app5,Edge5,ms_5,63,222,105,0,None,0.3,152.62208000694702,152.92208000694703,100.0,152.62208000694702,52.622080006947016,52.92208000694703
113,COMP_M,app7,Edge7,ms_7,112,224,107,0,None,0.3,154.88770000723648,155.1877000072365,100.0,154.88770000723648,54.887700007236475,55.18770000723649
178,COMP_M,app10,Edge10,ms_10,177,227,110,0,None,0.3,155.2633500054996,155.56335000549961,100.0,155.2633500054996,55.2633500054996,55.563350005499615
65,COMP_M,app5,Edge5,ms_5,64,222,105,0,None,0.3,157.15332000752593,157.45332000752595,100.0,157.15332000752593,57.153320007525934,57.453320007525946
38,COMP_M,app4,Edge4,ms_4,37,221,104,0,None,0.3,158.29724000578906,158.59724000578908,100.0,158.29724000578906,58.297240005789064,58.597240005789075
66,COMP_M,app5,Edge5,ms_5,65,222,105,0,None,0.3,159.4189400078154,159.7189400078154,100.0,159.4189400078154,59.418940007815394,59.718940007815405
179,COMP_M,app10,Edge10,ms_10,178,227,110,0,None,0.3,161.33113000607852,161.63113000607854,100.0,161.33113000607852,61.331130006078524,61.631130006078536
130,COMP_M,app8,Edge8,ms_8,129,225,108,0,None,0.3,161.68456000810485,161.98456000810486,100.0,161.68456000810485,61.68456000810485,61.984560008104864
67,COMP_M,app5,Edge5,ms_5,66,222,105,0,None,0.3,163.9501800083943,164.25018000839432,100.0,163.9501800083943,63.95018000839431,64.25018000839432
154,COMP_M,app9,Edge9,ms_9,153,226,109,0,None,0.3,164.36502000636798,164.665020006368,100.0,164.36502000636798,64.36502000636798,64.665020006368
68,COMP_M,app5,Edge5,ms_5,67,222,105,0,None,0.3,166.21580000868377,166.51580000868378,100.0,166.21580000868377,66.21580000868377,66.51580000868378
180,COMP_M,app10,Edge10,ms_10,179,227,110,0,None,0.3,167.39891000665745,167.69891000665746,100.0,167.39891000665745,67.39891000665745,67.69891000665746
131,COMP_M,app8,Edge8,ms_8,130,225,108,0,None,0.3,168.48142000897323,168.78142000897324,100.0,168.48142000897323,68.48142000897323,68.78142000897324
181,COMP_M,app10,Edge10,ms_10,180,227,110,0,None,0.3,170.4328000069469,170.73280000694692,100.0,170.4328000069469,70.4328000069469,70.73280000694692
69,COMP_M,app5,Edge5,ms_5,68,222,105,0,None,0.3,170.7470400092627,171.0470400092627,100.0,170.7470400092627,70.74704000926269,71.0470400092627
70,COMP_M,app5,Edge5,ms_5,69,222,105,0,None,0.3,173.01266000955215,173.31266000955216,100.0,173.01266000955215,73.01266000955215,73.31266000955216
182,COMP_M,app10,Edge10,ms_10,181,227,110,0,None,0.3,173.46669000723637,173.76669000723638,100.0,173.46669000723637,73.46669000723637,73.76669000723638
132,COMP_M,app8,Edge8,ms_8,131,225,108,0,None,0.3,175.2782800098416,175.57828000984162,100.0,175.2782800098416,75.27828000984161,75.57828000984162
155,COMP_M,app9,Edge9,ms_9,154,226,109,0,None,0.3,176.5005800075258,176.8005800075258,100.0,176.5005800075258,76.5005800075258,76.80058000752581
71,COMP_M,app5,Edge5,ms_5,70,222,105,0,None,0.3,177.54390001013107,177.84390001013108,100.0,177.54390001013107,77.54390001013107,77.84390001013108
183,COMP_M,app10,Edge10,ms_10,182,227,110,0,None,0.3,179.5344700078153,179.8344700078153,100.0,179.5344700078153,79.53447000781529,79.8344700078153
72,COMP_M,app5,Edge5,ms_5,71,222,105,0,None,0.3,179.80952001042053,180.10952001042054,100.0,179.80952001042053,79.80952001042053,80.10952001042054
133,COMP_M,app8,Edge8,ms_8,132,225,108,0,None,0.3,182.07514001071,182.37514001071,100.0,182.07514001071,82.07514001070999,82.37514001071
39,COMP_M,app4,Edge4,ms_4,38,221,104,0,None,0.3,182.56836000810472,182.86836000810473,100.0,182.56836000810472,82.56836000810472,82.86836000810473
73,COMP_M,app5,Edge5,ms_5,72,222,105,0,None,0.3,184.34076001099945,184.64076001099946,100.0,184.34076001099945,84.34076001099945,84.64076001099946
184,COMP_M,app10,Edge10,ms_10,183,227,110,0,None,0.3,185.6022500083942,185.90225000839422,100.0,185.6022500083942,85.60225000839421,85.90225000839422
74,COMP_M,app5,Edge5,ms_5,73,222,105,0,None,0.3,186.6063800112889,186.90638001128892,100.0,186.6063800112889,86.6063800112889,86.90638001128892
185,COMP_M,app10,Edge10,ms_10,184,227,110,0,None,0.3,188.63614000868364,188.93614000868365,100.0,188.63614000868364,88.63614000868364,88.93614000868365
114,COMP_M,app7,Edge7,ms_7,113,224,107,0,None,0.3,188.87200001157836,189.17200001157838,100.0,188.87200001157836,88.87200001157836,89.17200001157838
75,COMP_M,app5,Edge5,ms_5,74,222,105,0,None,0.3,191.13762001186782,191.43762001186784,100.0,191.13762001186782,91.13762001186782,91.43762001186784
156,COMP_M,app9,Edge9,ms_9,155,226,109,0,None,0.3,191.67003000897313,191.97003000897314,100.0,191.67003000897313,91.67003000897313,91.97003000897314
134,COMP_M,app8,Edge8,ms_8,133,225,108,0,None,0.3,193.40324001215728,193.7032400121573,100.0,193.40324001215728,93.40324001215728,93.7032400121573
186,COMP_M,app10,Edge10,ms_10,185,227,110,0,None,0.3,194.70392000926256,195.00392000926257,100.0,194.70392000926256,94.70392000926256,95.00392000926257
76,COMP_M,app5,Edge5,ms_5,75,222,105,0,None,0.3,195.66886001244674,195.96886001244675,100.0,195.66886001244674,95.66886001244674,95.96886001244675
187,COMP_M,app10,Edge10,ms_10,186,227,110,0,None,0.3,197.73781000955205,198.03781000955206,100.0,197.73781000955205,97.73781000955205,98.03781000955206
77,COMP_M,app5,Edge5,ms_5,76,222,105,0,None,0.3,197.9344800127362,198.2344800127362,100.0,197.9344800127362,97.9344800127362,98.23448001273621
135,COMP_M,app8,Edge8,ms_8,134,225,108,0,None,0.3,200.20010001302566,200.50010001302567,100.0,200.20010001302566,100.20010001302566,100.50010001302567
40,COMP_M,app4,Edge4,ms_4,39,221,104,0,None,0.3,200.77170000984148,201.0717000098415,100.0,200.77170000984148,100.77170000984148,101.07170000984149
422,COMP_M,app12,Edge12,ms_12,203,229,112,0,None,0.3,201.43277000057893,201.73277000057894,200.0,201.43277000057893,1.4327700005789268,1.7327700005789382
78,COMP_M,app5,Edge5,ms_5,77,222,105,0,None,0.3,202.46572001331512,202.76572001331513,100.0,202.46572001331512,102.46572001331512,102.76572001331513
423,COMP_M,app12,Edge12,ms_12,204,229,112,0,None,0.3,202.7446900008684,203.0446900008684,200.0,202.7446900008684,2.7446900008683883,3.0446900008683997
188,COMP_M,app10,Edge10,ms_10,187,227,110,0,None,0.3,203.80559001013097,204.10559001013098,100.0,203.80559001013097,103.80559001013097,104.10559001013098
424,COMP_M,app12,Edge12,ms_12,205,229,112,0,None,0.3,204.05661000115785,204.35661000115786,200.0,204.05661000115785,4.05661000115785,4.356610001157861
79,COMP_M,app5,Edge5,ms_5,78,222,105,0,None,0.3,204.73134001360458,205.0313400136046,100.0,204.73134001360458,104.73134001360458,105.03134001360459
425,COMP_M,app12,Edge12,ms_12,206,229,112,0,None,0.3,205.3685300014473,205.66853000144732,200.0,205.3685300014473,5.368530001447311,5.668530001447323
426,COMP_M,app12,Edge12,ms_12,207,229,112,0,None,0.3,206.68045000173677,206.98045000173678,200.0,206.68045000173677,6.680450001736773,6.980450001736784
157,COMP_M,app9,Edge9,ms_9,156,226,109,0,None,0.3,206.8394800104204,207.1394800104204,100.0,206.8394800104204,106.8394800104204,107.13948001042041
136,COMP_M,app8,Edge8,ms_8,135,225,108,0,None,0.3,206.99696001389404,207.29696001389405,100.0,206.99696001389404,106.99696001389404,107.29696001389405
427,COMP_M,app12,Edge12,ms_12,208,229,112,0,None,0.3,207.99237000202623,208.29237000202625,200.0,207.99237000202623,7.9923700020262345,8.292370002026246
80,COMP_M,app5,Edge5,ms_5,79,222,105,0,None,0.3,209.2625800141835,209.5625800141835,100.0,209.2625800141835,109.2625800141835,109.56258001418351
428,COMP_M,app12,Edge12,ms_12,209,229,112,0,None,0.3,209.3042900023157,209.6042900023157,200.0,209.3042900023157,9.304290002315696,9.604290002315707
189,COMP_M,app10,Edge10,ms_10,188,227,110,0,None,0.3,209.8733700107099,210.1733700107099,100.0,209.8733700107099,109.87337001070989,110.1733700107099
429,COMP_M,app12,Edge12,ms_12,210,229,112,0,None,0.3,210.61621000260516,210.91621000260517,200.0,210.61621000260516,10.616210002605158,10.916210002605169
81,COMP_M,app5,Edge5,ms_5,80,222,105,0,None,0.3,211.52820001447296,211.82820001447297,100.0,211.52820001447296,111.52820001447296,111.82820001447297
430,COMP_M,app12,Edge12,ms_12,211,229,112,0,None,0.3,211.92813000289462,212.22813000289463,200.0,211.92813000289462,11.928130002894619,12.22813000289463
190,COMP_M,app10,Edge10,ms_10,189,227,110,0,None,0.3,212.90726001099932,213.20726001099933,100.0,212.90726001099932,112.90726001099932,113.20726001099933
431,COMP_M,app12,Edge12,ms_12,212,229,112,0,None,0.3,213.24005000318408,213.5400500031841,200.0,213.24005000318408,13.24005000318408,13.540050003184092
115,COMP_M,app7,Edge7,ms_7,114,224,107,0,None,0.3,213.79382001476242,214.09382001476243,100.0,213.79382001476242,113.79382001476242,114.09382001476243
432,COMP_M,app12,Edge12,ms_12,213,229,112,0,None,0.3,214.55197000347354,214.85197000347355,200.0,214.55197000347354,14.551970003473542,14.851970003473554
433,COMP_M,app12,Edge12,ms_12,214,229,112,0,None,0.3,215.863890003763,216.16389000376302,200.0,215.863890003763,15.863890003763004,16.163890003763015
41,COMP_M,app4,Edge4,ms_4,40,221,104,0,None,0.3,215.9411500112888,216.24115001128882,100.0,215.9411500112888,115.94115001128881,116.24115001128882
82,COMP_M,app5,Edge5,ms_5,81,222,105,0,None,0.3,216.05944001505188,216.3594400150519,100.0,216.05944001505188,116.05944001505188,116.35944001505189
434,COMP_M,app12,Edge12,ms_12,215,229,112,0,None,0.3,217.17581000405247,217.47581000405248,200.0,217.17581000405247,17.175810004052465,17.475810004052477
83,COMP_M,app5,Edge5,ms_5,82,222,105,0,None,0.3,218.32506001534134,218.62506001534135,100.0,218.32506001534134,118.32506001534134,118.62506001534135
435,COMP_M,app12,Edge12,ms_12,216,229,112,0,None,0.3,218.48773000434193,218.78773000434194,200.0,218.48773000434193,18.487730004341927,18.787730004341938
158,COMP_M,app9,Edge9,ms_9,157,226,109,0,None,0.3,218.97504001157824,219.27504001157826,100.0,218.97504001157824,118.97504001157824,119.27504001157826
436,COMP_M,app12,Edge12,ms_12,217,229,112,0,None,0.3,219.7996500046314,220.0996500046314,200.0,219.7996500046314,19.79965000463139,20.0996500046314
137,COMP_M,app8,Edge8,ms_8,136,225,108,0,None,0.3,220.5906800156308,220.8906800156308,100.0,220.5906800156308,120.5906800156308,120.8906800156308
159,COMP_M,app9,Edge9,ms_9,158,226,109,0,None,0.3,222.00893001186773,222.30893001186774,100.0,222.00893001186773,122.00893001186773,122.30893001186774
84,COMP_M,app5,Edge5,ms_5,83,222,105,0,None,0.3,222.85630001592025,223.15630001592027,100.0,222.85630001592025,122.85630001592025,123.15630001592027
42,COMP_M,app4,Edge4,ms_4,41,221,104,0,None,0.3,225.04282001215716,225.34282001215718,100.0,225.04282001215716,125.04282001215716,125.34282001215718
95,COMP_M,app6,Edge6,ms_6,94,223,106,0,None,0.3,225.1219200162097,225.42192001620973,100.0,225.1219200162097,125.12192001620971,125.42192001620973
138,COMP_M,app8,Edge8,ms_8,137,225,108,0,None,0.3,227.38754001649917,227.68754001649918,100.0,227.38754001649917,127.38754001649917,127.68754001649918
160,COMP_M,app9,Edge9,ms_9,159,226,109,0,None,0.3,228.07671001244665,228.37671001244667,100.0,228.07671001244665,128.07671001244665,128.37671001244667
85,COMP_M,app5,Edge5,ms_5,84,222,105,0,None,0.3,229.65316001678863,229.95316001678864,100.0,229.65316001678863,129.65316001678863,129.95316001678864
43,COMP_M,app4,Edge4,ms_4,42,221,104,0,None,0.3,231.11060001273609,231.4106000127361,100.0,231.11060001273609,131.11060001273609,131.4106000127361
86,COMP_M,app5,Edge5,ms_5,85,222,105,0,None,0.3,231.9187800170781,232.2187800170781,100.0,231.9187800170781,131.9187800170781,132.2187800170781
161,COMP_M,app9,Edge9,ms_9,160,226,109,0,None,0.3,234.14449001302557,234.4444900130256,100.0,234.14449001302557,134.14449001302557,134.4444900130256
139,COMP_M,app8,Edge8,ms_8,138,225,108,0,None,0.3,234.18440001736755,234.48440001736756,100.0,234.18440001736755,134.18440001736755,134.48440001736756
87,COMP_M,app5,Edge5,ms_5,86,222,105,0,None,0.3,236.450020017657,236.75002001765702,100.0,236.450020017657,136.450020017657,136.75002001765702
162,COMP_M,app9,Edge9,ms_9,161,226,109,0,None,0.3,237.178380013315,237.47838001331502,100.0,237.178380013315,137.178380013315,137.47838001331502
140,COMP_M,app8,Edge8,ms_8,139,225,108,0,None,0.3,238.71564001794647,239.01564001794648,100.0,238.71564001794647,138.71564001794647,139.01564001794648
44,COMP_M,app4,Edge4,ms_4,43,221,104,0,None,0.3,240.2122700136045,240.5122700136045,100.0,240.2122700136045,140.2122700136045,140.5122700136045
88,COMP_M,app5,Edge5,ms_5,87,222,105,0,None,0.3,240.98126001823593,241.28126001823594,100.0,240.98126001823593,140.98126001823593,141.28126001823594
163,COMP_M,app9,Edge9,ms_9,162,226,109,0,None,0.3,243.24616001389393,243.54616001389394,100.0,243.24616001389393,143.24616001389393,143.54616001389394
89,COMP_M,app5,Edge5,ms_5,88,222,105,0,None,0.3,243.2468800185254,243.5468800185254,100.0,243.2468800185254,143.2468800185254,143.5468800185254
116,COMP_M,app7,Edge7,ms_7,115,224,107,0,None,0.3,245.51250001881485,245.81250001881486,100.0,245.51250001881485,145.51250001881485,145.81250001881486
45,COMP_M,app4,Edge4,ms_4,44,221,104,0,None,0.3,246.28005001418342,246.58005001418343,100.0,246.28005001418342,146.28005001418342,146.58005001418343
90,COMP_M,app5,Edge5,ms_5,89,222,105,0,None,0.3,247.7781200191043,248.07812001910432,100.0,247.7781200191043,147.7781200191043,148.07812001910432
164,COMP_M,app9,Edge9,ms_9,163,226,109,0,None,0.3,249.31394001447285,249.61394001447286,100.0,249.31394001447285,149.31394001447285,149.61394001447286
91,COMP_M,app5,Edge5,ms_5,90,222,105,0,None,0.3,250.04374001939377,250.34374001939378,100.0,250.04374001939377,150.04374001939377,150.34374001939378
141,COMP_M,app8,Edge8,ms_8,140,225,108,0,None,0.3,252.30936001968323,252.60936001968324,100.0,252.30936001968323,152.30936001968323,152.60936001968324
46,COMP_M,app4,Edge4,ms_4,45,221,104,0,None,0.3,252.34783001476234,252.64783001476235,100.0,252.34783001476234,152.34783001476234,152.64783001476235
92,COMP_M,app5,Edge5,ms_5,91,222,105,0,None,0.3,254.57498001997268,254.8749800199727,100.0,254.57498001997268,154.57498001997268,154.8749800199727
165,COMP_M,app9,Edge9,ms_9,164,226,109,0,None,0.3,255.38172001505177,255.68172001505178,100.0,255.38172001505177,155.38172001505177,155.68172001505178
93,COMP_M,app5,Edge5,ms_5,92,222,105,0,None,0.3,256.8406000202622,257.1406000202622,100.0,256.8406000202622,156.84060002026217,157.14060002026218
15,COMP_M,app2,Edge2,ms_2,14,219,102,0,None,0.3,258.41561001534126,258.71561001534127,100.0,258.41561001534126,158.41561001534126,158.71561001534127
142,COMP_M,app8,Edge8,ms_8,141,225,108,0,None,0.3,259.1062200205516,259.4062200205516,100.0,259.1062200205516,159.10622002055158,159.4062200205516
94,COMP_M,app5,Edge5,ms_5,93,222,105,0,None,0.3,261.37184002084103,261.67184002084105,100.0,261.37184002084103,161.37184002084103,161.67184002084105
47,COMP_M,app4,Edge4,ms_4,46,221,104,0,None,0.3,261.4495000156307,261.7495000156307,100.0,261.4495000156307,161.4495000156307,161.7495000156307
96,COMP_M,app6,Edge6,ms_6,95,223,106,0,None,0.3,263.6374600211305,263.9374600211305,100.0,263.6374600211305,163.6374600211305,163.9374600211305
23,COMP_M,app3,Edge3,ms_3,22,220,103,0,None,0.3,264.4833900159201,264.78339001592013,100.0,264.4833900159201,164.48339001592012,164.78339001592013
143,COMP_M,app8,Edge8,ms_8,142,225,108,0,None,0.3,265.90308002141995,266.20308002141996,100.0,265.90308002141995,165.90308002141995,166.20308002141996
48,COMP_M,app4,Edge4,ms_4,47,221,104,0,None,0.3,267.51728001620955,267.81728001620957,100.0,267.51728001620955,167.51728001620955,167.81728001620957
97,COMP_M,app6,Edge6,ms_6,96,223,106,0,None,0.3,268.1687000217094,268.4687000217094,100.0,268.1687000217094,168.1687000217094,168.46870002170942
98,COMP_M,app6,Edge6,ms_6,97,223,106,0,None,0.3,270.4343200219989,270.7343200219989,100.0,270.4343200219989,170.43432002199887,170.73432002199888
49,COMP_M,app4,Edge4,ms_4,48,221,104,0,None,0.3,270.551170016499,270.851170016499,100.0,270.551170016499,170.551170016499,170.851170016499
117,COMP_M,app7,Edge7,ms_7,116,224,107,0,None,0.3,272.69994002228833,272.99994002228834,100.0,272.69994002228833,172.69994002228833,172.99994002228834
50,COMP_M,app4,Edge4,ms_4,49,221,104,0,None,0.3,273.5850600167884,273.88506001678843,100.0,273.5850600167884,173.58506001678842,173.88506001678843
99,COMP_M,app6,Edge6,ms_6,98,223,106,0,None,0.3,274.9655600225778,275.2655600225778,100.0,274.9655600225778,174.9655600225778,175.2655600225778
1,COMP_M,app1,Edge1,ms_1,0,218,101,0,None,0.3,276.61895001707785,276.91895001707786,100.0,276.61895001707785,176.61895001707785,176.91895001707786
100,COMP_M,app6,Edge6,ms_6,99,223,106,0,None,0.3,277.23118002286725,277.53118002286726,100.0,277.23118002286725,177.23118002286725,177.53118002286726
144,COMP_M,app8,Edge8,ms_8,143,225,108,0,None,0.3,279.4968000231567,279.7968000231567,100.0,279.4968000231567,179.4968000231567,179.79680002315672
51,COMP_M,app4,Edge4,ms_4,50,221,104,0,None,0.3,279.6528400173673,279.9528400173673,100.0,279.6528400173673,179.65284001736728,179.9528400173673
101,COMP_M,app6,Edge6,ms_6,100,223,106,0,None,0.3,281.76242002344617,282.0624200234462,100.0,281.76242002344617,181.76242002344617,182.06242002344618
52,COMP_M,app4,Edge4,ms_4,51,221,104,0,None,0.3,282.6867300176567,282.9867300176567,100.0,282.6867300176567,182.6867300176567,182.98673001765673
145,COMP_M,app8,Edge8,ms_8,144,225,108,0,None,0.3,284.0280400237356,284.32804002373564,100.0,284.0280400237356,184.02804002373563,184.32804002373564
53,COMP_M,app4,Edge4,ms_4,52,221,104,0,None,0.3,285.72062001794615,286.02062001794616,100.0,285.72062001794615,185.72062001794615,186.02062001794616
102,COMP_M,app6,Edge6,ms_6,101,223,106,0,None,0.3,286.2936600240251,286.5936600240251,100.0,286.2936600240251,186.2936600240251,186.5936600240251
103,COMP_M,app6,Edge6,ms_6,102,223,106,0,None,0.3,288.55928002431455,288.85928002431456,100.0,288.55928002431455,188.55928002431455,188.85928002431456
